,actor_1_name,actor_2_name,actor_3_name,director_name,genres,movie_title,comb
2320,Henry Cavill,Bruce Willis,Óscar Jaenada,Mabrouk El Mechri,Action|Thriller,the cold light of day,Henry Cavill Bruce Willis Óscar Jaenada Mabrouk El Mechri Action|Thriller
2321,Zachary Gordon,Maximilian Schell,Nora Zehetner,Rian Johnson,Adventure|Comedy|Drama|Romance,the brothers bloom,Zachary Gordon Maximilian Schell Nora Zehetner Rian Johnson Adventure|Comedy|Drama|Romance
2322,Philip Seymour Hoffman,Jennifer Jason Leigh,Samantha Morton,Charlie Kaufman,Comedy|Drama|Romance,"synecdoche, new york",Philip Seymour Hoffman Jennifer Jason Leigh Samantha Morton Charlie Kaufman Comedy|Drama|Romance
2323,Minnie Driver,Jada Pinkett Smith,Billy Crudup,Hayao Miyazaki,Adventure|Animation|Fantasy,princess mononoke,Minnie Driver Jada Pinkett Smith Billy Crudup Hayao Miyazaki Adventure|Animation|Fantasy
2324,Isabelle Adjani,Peter Coyote,Virginie Ledoyen,Jean-Paul Rappeneau,Comedy|Drama|Mystery|Romance|Thriller|War,bon voyage,Isabelle Adjani Peter Coyote Virginie Ledoyen Jean-Paul Rappeneau Comedy|Drama|Mystery|Romance|Thriller|War
2325,Steve Guttenberg,Randy Jones,Caitlyn Jenner,Nancy Walker,Biography|Comedy|Musical,can't stop the music,Steve Guttenberg Randy Jones Caitlyn Jenner Nancy Walker Biography|Comedy|Musical
2326,Ray Winstone,Noah Taylor,Danny Huston,John Hillcoat,Crime|Drama|Western,the proposition,Ray Winstone Noah Taylor Danny Huston John Hillcoat Crime|Drama|Western
2327,Donny Boaz,Finn Wittrock,Brent Anderson,Angelo Pizzo,Biography|Drama|Sport,courage,Donny Boaz Finn Wittrock Brent Anderson Angelo Pizzo Biography|Drama|Sport
2328,Damon Wayans,Jane Krakowski,Paula Garcés,Richard Benjamin,Comedy|Music,marci x,Damon Wayans Jane Krakowski Paula Garcés Richard Benjamin Comedy|Music
2329,Christian Bale,Emily Watson,Sean Pertwee,Kurt Wimmer,Action|Drama|Sci-Fi|Thriller,equilibrium,Christian Bale Emily Watson Sean Pertwee Kurt Wimmer Action|Drama|Sci-Fi|Thriller
2330,Radha Mitchell,Guang Li,Matthew Walker,Roger Spottiswoode,Drama|War,the children of huang shi,Radha Mitchell Guang Li Matthew Walker Roger Spottiswoode Drama|War
2331,Charlize Theron,Ellen Burstyn,Faye Dunaway,James Gray,Crime|Drama|Romance|Thriller,the yards,Charlize Theron Ellen Burstyn Faye Dunaway James Gray Crime|Drama|Romance|Thriller
2332,Chazz Palminteri,Garrett Clayton,Toni Braxton,Matthew Diamond,Adventure|Family|Fantasy|Musical,the oogieloves in the big balloon adventure,Chazz Palminteri Garrett Clayton Toni Braxton Matthew Diamond Adventure|Family|Fantasy|Musical
2333,Brad Pitt,Angelina Jolie Pitt,Melvil Poupaud,Angelina Jolie Pitt,Drama|Romance,by the sea,Brad Pitt Angelina Jolie Pitt Melvil Poupaud Angelina Jolie Pitt Drama|Romance
2334,William Hootkins,Robin Atkin Downes,Rosalind Ayres,Katsuhiro Ôtomo,Action|Adventure|Animation|Family|Sci-Fi|Thriller,steamboy,William Hootkins Robin Atkin Downes Rosalind Ayres Katsuhiro Ôtomo Action|Adventure|Animation|Family|Sci-Fi|Thriller
2335,Gerard Butler,Costas Mandylor,Jimmy Jean-Louis,David Anspaugh,Drama|History|Sport,the game of their lives,Gerard Butler Costas Mandylor Jimmy Jean-Louis David Anspaugh Drama|History|Sport
2336,Ryan Gosling,Kirsten Dunst,Frank Langella,Andrew Jarecki,Crime|Drama|Mystery|Romance|Thriller,all good things,Ryan Gosling Kirsten Dunst Frank Langella Andrew Jarecki Crime|Drama|Mystery|Romance|Thriller
2337,Esai Morales,Jason Scott Lee,Sandrine Holt,Kevin Reynolds,Action|Adventure|Drama|History|Romance,rapa nui,Esai Morales Jason Scott Lee Sandrine Holt Kevin Reynolds Action|Adventure|Drama|History|Romance
2338,Jiao Xu,Yuqi Zhang,Chi Chung Lam,Stephen Chow,Comedy|Family|Sci-Fi,cj7,Jiao Xu Yuqi Zhang Chi Chung Lam Stephen Chow Comedy|Family|Sci-Fi
2339,Christian Clavier,Philippe Nahon,Marie-Anne Chazel,Jean-Marie Poiré,Comedy|Family|Fantasy|Sci-Fi,les couloirs du temps: les visiteurs ii,Christian Clavier Philippe Nahon Marie-Anne Chazel Jean-Marie Poiré Comedy|Family|Fantasy|Sci-Fi
2340,Marco St. John,Laura Spencer,Anita Briem,Kevin Munroe,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,dylan dog: dead of night,Marco St. John Laura Spencer Anita Briem Kevin Munroe Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller
2341,Al Pacino,Richard Schiff,Mark Webber,Daniel Algrant,Crime|Drama|Mystery,people i know,Al Pacino Richard Schiff Mark Webber Daniel Algrant Crime|Drama|Mystery
2342,Peter Vaughan,George Coulouris,Ewen Solon,unknown,Drama|Family,the doombolt chase            ,Peter Vaughan George Coulouris Ewen Solon unknown Drama|Family
2343,Djimon Hounsou,Reeve Carney,Tom Conti,Julie Taymor,Comedy|Drama|Fantasy|Romance,the tempest,Djimon Hounsou Reeve Carney Tom Conti Julie Taymor Comedy|Drama|Fantasy|Romance
2344,Emma Watson,Aaron Ashmore,Julian Richings,Alejandro Amenábar,Crime|Drama|Mystery|Thriller,regression,Emma Watson Aaron Ashmore Julian Richings Alejandro Amenábar Crime|Drama|Mystery|Thriller
2345,Necar Zadegan,Traci Dinwiddie,Elea Oberon,Jane Clark,Romance|Short,the touch,Necar Zadegan Traci Dinwiddie Elea Oberon Jane Clark Romance|Short
2346,Andy Lau,Sammo Kam-Bo Hung,Andy On,Daniel Lee,Action|Drama|History|War,three kingdoms: resurrection of the dragon,Andy Lau Sammo Kam-Bo Hung Andy On Daniel Lee Action|Drama|History|War
2347,Gerard Butler,Nicholas Lea,Callum Rennie,Mike Barker,Crime|Drama|Thriller,shattered,Gerard Butler Nicholas Lea Callum Rennie Mike Barker Crime|Drama|Thriller
2348,Leonard Nimoy,Phil LaMarr,Noureen DeWulf,Wayne Thornley,Adventure|Animation|Comedy|Family,zambezia,Leonard Nimoy Phil LaMarr Noureen DeWulf Wayne Thornley Adventure|Animation|Comedy|Family
2349,Mani Bharathi,Michael Lieber,Kevin McGowan,Gnana Rajasekaran,Biography|Drama|History,ramanujan,Mani Bharathi Michael Lieber Kevin McGowan Gnana Rajasekaran Biography|Drama|History
2350,Joey D. Vieira,Maggie Wheeler,Jacqueline Lovell,Tom Walsh,Animation,dwegons and leprechauns,Joey D. Vieira Maggie Wheeler Jacqueline Lovell Tom Walsh Animation
2351,Robert De Niro,Jurnee Smollett-Bell,Edgar Ramírez,Jonathan Jakubowicz,Action|Biography|Drama|Sport,hands of stone,Robert De Niro Jurnee Smollett-Bell Edgar Ramírez Jonathan Jakubowicz Action|Biography|Drama|Sport
2352,Milla Jovovich,Roger Rees,Robert Forster,James McTeigue,Action|Crime|Thriller,survivor,Milla Jovovich Roger Rees Robert Forster James McTeigue Action|Crime|Thriller
2353,Nicolas Cage,Radha Mitchell,Jodi Lyn O'Keefe,Scott Walker,Crime|Drama|Mystery|Thriller,the frozen ground,Nicolas Cage Radha Mitchell Jodi Lyn O'Keefe Scott Walker Crime|Drama|Mystery|Thriller
2354,Toby Jones,Sally Hawkins,Alan David,John Curran,Drama|Romance,the painted veil,Toby Jones Sally Hawkins Alan David John Curran Drama|Romance
2355,Moritz Bleibtreu,Alexandra Maria Lara,Martina Gedeck,Uli Edel,Action|Biography|Crime|Drama,the baader meinhof complex,Moritz Bleibtreu Alexandra Maria Lara Martina Gedeck Uli Edel Action|Biography|Crime|Drama
2356,Mary McDonnell,Michael Spears,Maury Chaykin,Kevin Costner,Adventure|Drama|Western,dances with wolves,Mary McDonnell Michael Spears Maury Chaykin Kevin Costner Adventure|Drama|Western
2357,Justin Timberlake,John Michael Higgins,Phyllis Smith,Jake Kasdan,Comedy,bad teacher,Justin Timberlake John Michael Higgins Phyllis Smith Jake Kasdan Comedy
2358,Al Pacino,Michael O'Neill,Ellen Barkin,Harold Becker,Crime|Drama|Mystery|Thriller,sea of love,Al Pacino Michael O'Neill Ellen Barkin Harold Becker Crime|Drama|Mystery|Thriller
2359,Dan Byrd,Lin Shaye,Julie Gonzalo,Mark Rosman,Comedy|Family|Romance,a cinderella story,Dan Byrd Lin Shaye Julie Gonzalo Mark Rosman Comedy|Family|Romance
2360,David Arquette,W. Earl Brown,Roger Jackson,Wes Craven,Horror|Mystery,scream,David Arquette W. Earl Brown Roger Jackson Wes Craven Horror|Mystery
2361,Shannon Elizabeth,Embeth Davidtz,F. Murray Abraham,Steve Beck,Horror,thir13en ghosts,Shannon Elizabeth Embeth Davidtz F. Murray Abraham Steve Beck Horror
2362,Scatman Crothers,Shelley Duvall,Joe Turkel,Stanley Kubrick,Drama|Horror,the shining,Scatman Crothers Shelley Duvall Joe Turkel Stanley Kubrick Drama|Horror
2363,Lea Thompson,Thomas F. Wilson,J.J. Cohen,Robert Zemeckis,Adventure|Comedy|Sci-Fi,back to the future,Lea Thompson Thomas F. Wilson J.J. Cohen Robert Zemeckis Adventure|Comedy|Sci-Fi
2364,Jeffrey Combs,Peter Gallagher,Bridgette Wilson-Sampras,William Malone,Horror|Mystery|Thriller,house on haunted hill,Jeffrey Combs Peter Gallagher Bridgette Wilson-Sampras William Malone Horror|Mystery|Thriller
2365,Eric Mendenhall,Mary J. Blige,Hope Olaide Wilson,Tyler Perry,Comedy|Drama,i can do bad all by myself,Eric Mendenhall Mary J. Blige Hope Olaide Wilson Tyler Perry Comedy|Drama
2366,Kari J. Kramer,Erin O'Brien,Cabrina Collesides,Rob Hawk,Action|Drama,fight valley,Kari J. Kramer Erin O'Brien Cabrina Collesides Rob Hawk Action|Drama
2367,Caroline Dhavernas,Scott Elrod,Kelli Barrett,Josh Gordon,Comedy|Drama|Romance,the switch,Caroline Dhavernas Scott Elrod Kelli Barrett Josh Gordon Comedy|Drama|Romance
2368,Taran Killam,David Agranov,David Moscow,Shawn Levy,Comedy|Romance,just married,Taran Killam David Agranov David Moscow Shawn Levy Comedy|Romance
2369,Mem Ferda,Dominic Cooper,Ludivine Sagnier,Lee Tamahori,Biography|Drama|Thriller,the devil's double,Mem Ferda Dominic Cooper Ludivine Sagnier Lee Tamahori Biography|Drama|Thriller
2370,Nicole 'Snooki' Polizzi,Jenni 'Jwoww' Farley,Paul 'Pauly D' DelVecchio,unknown,Comedy|Drama|Reality-TV|Romance,"gone, baby, gone            ",Nicole 'Snooki' Polizzi Jenni 'Jwoww' Farley Paul 'Pauly D' DelVecchio unknown Comedy|Drama|Reality-TV|Romance
2371,Mara Wilson,Colm Feore,Peter Fonda,Britt Allcroft,Adventure|Comedy|Drama|Family|Fantasy,thomas and the magic railroad,Mara Wilson Colm Feore Peter Fonda Britt Allcroft Adventure|Comedy|Drama|Family|Fantasy
2372,Radha Mitchell,Glenn Morshower,John Aylward,Breck Eisner,Horror|Thriller,the crazies,Radha Mitchell Glenn Morshower John Aylward Breck Eisner Horror|Thriller
2373,Bunta Sugawara,Ryûnosuke Kamiki,Miyu Irino,Hayao Miyazaki,Adventure|Animation|Family|Fantasy,spirited away,Bunta Sugawara Ryûnosuke Kamiki Miyu Irino Hayao Miyazaki Adventure|Animation|Family|Fantasy
2374,Andy Lau,Michael Wong,Terence Yin,Alan Yuen,Action|Crime|Thriller,firestorm,Andy Lau Michael Wong Terence Yin Alan Yuen Action|Crime|Thriller
2375,Liam Neeson,Anthony Hopkins,Laurence Olivier,Roger Donaldson,Action|Adventure|Drama|History|Romance,the bounty,Liam Neeson Anthony Hopkins Laurence Olivier Roger Donaldson Action|Adventure|Drama|History|Romance
2376,Emily Watson,Sophie Nélisse,Roger Allam,Brian Percival,Drama|War,the book thief,Emily Watson Sophie Nélisse Roger Allam Brian Percival Drama|War
2377,Katrina Bowden,Michael Cudlitz,Alice Greczyn,Sean Anders,Adventure|Comedy|Romance,sex drive,Katrina Bowden Michael Cudlitz Alice Greczyn Sean Anders Adventure|Comedy|Romance
2378,Adam Scott,Kaitlin Olson,Dominique McElligott,Anand Tucker,Comedy|Romance,leap year,Adam Scott Kaitlin Olson Dominique McElligott Anand Tucker Comedy|Romance
2379,James Mason,Mel Ferrer,Stephen Boyd,Anthony Mann,Drama|History|War,the fall of the roman empire,James Mason Mel Ferrer Stephen Boyd Anthony Mann Drama|History|War
2380,Topher Grace,Michael Biehn,Dan Fogler,Michael Dowse,Comedy|Drama|Romance,take me home tonight,Topher Grace Michael Biehn Dan Fogler Michael Dowse Comedy|Drama|Romance
2381,Holly Hunter,Rosie Perez,Dante Brown,Daniel Barnz,Drama,won't back down,Holly Hunter Rosie Perez Dante Brown Daniel Barnz Drama
2382,Darci Kistler,Kyra Nichols,Margaret Tracey,Emile Ardolino,Family|Fantasy|Music,the nutcracker,Darci Kistler Kyra Nichols Margaret Tracey Emile Ardolino Family|Fantasy|Music
2383,Steve Buscemi,Jennifer Jason Leigh,Miranda Richardson,Robert Altman,Crime|Drama|Music|Thriller,kansas city,Steve Buscemi Jennifer Jason Leigh Miranda Richardson Robert Altman Crime|Drama|Music|Thriller
2384,Logan Lerman,Sarah Gadon,Tracy Letts,James Schamus,Drama,indignation,Logan Lerman Sarah Gadon Tracy Letts James Schamus Drama
2385,Jimmy Bennett,Chloë Grace Moretz,Ryan Reynolds,Andrew Douglas,Drama|Horror|Mystery|Thriller,the amityville horror,Jimmy Bennett Chloë Grace Moretz Ryan Reynolds Andrew Douglas Drama|Horror|Mystery|Thriller
2386,Nicolas Cage,Meryl Streep,Roger Willie,Spike Jonze,Comedy|Drama,adaptation.,Nicolas Cage Meryl Streep Roger Willie Spike Jonze Comedy|Drama
2387,Tony Nappo,Shawn Roberts,Pedro Miguel Arce,George A. Romero,Horror,land of the dead,Tony Nappo Shawn Roberts Pedro Miguel Arce George A. Romero Horror
2388,Louis Koo,Angelica Lee,Ching Wan Lau,Danny Pang,Action,out of inferno,Louis Koo Angelica Lee Ching Wan Lau Danny Pang Action
2389,Johnny Depp,Michael Jeter,Ellen Barkin,Terry Gilliam,Adventure|Comedy|Drama,fear and loathing in las vegas,Johnny Depp Michael Jeter Ellen Barkin Terry Gilliam Adventure|Comedy|Drama
2390,Jennifer Garner,Tina Fey,Martin Starr,Ricky Gervais,Comedy|Fantasy|Romance,the invention of lying,Jennifer Garner Tina Fey Martin Starr Ricky Gervais Comedy|Fantasy|Romance
2391,Craig Roberts,Carla Gallo,Ike Barinholtz,Nicholas Stoller,Comedy,neighbors,Craig Roberts Carla Gallo Ike Barinholtz Nicholas Stoller Comedy
2392,Peter Greene,Amy Yasbeck,Reg E. Cathey,Chuck Russell,Action|Comedy|Crime|Fantasy,the mask,Peter Greene Amy Yasbeck Reg E. Cathey Chuck Russell Action|Comedy|Crime|Fantasy
2393,Tom Hanks,Jon Lovitz,John Heard,Penny Marshall,Comedy|Drama|Family|Fantasy|Romance,big,Tom Hanks Jon Lovitz John Heard Penny Marshall Comedy|Drama|Family|Fantasy|Romance
2394,Luenell,Ken Davitian,Chester,Larry Charles,Comedy,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,Luenell Ken Davitian Chester Larry Charles Comedy
2395,Linda Cardellini,Raquel Welch,Alanna Ubach,Robert Luketic,Comedy|Romance,legally blonde,Linda Cardellini Raquel Welch Alanna Ubach Robert Luketic Comedy|Romance
2396,Leonard Nimoy,Nichelle Nichols,Walter Koenig,Leonard Nimoy,Action|Adventure|Sci-Fi,star trek iii: the search for spock,Leonard Nimoy Nichelle Nichols Walter Koenig Leonard Nimoy Action|Adventure|Sci-Fi
2397,Tom Wilkinson,Colm Feore,JR Bourne,Scott Derrickson,Drama|Horror|Thriller,the exorcism of emily rose,Tom Wilkinson Colm Feore JR Bourne Scott Derrickson Drama|Horror|Thriller
2398,Amy Poehler,Eddie Griffin,Bree Turner,Mike Mitchell,Comedy|Romance,deuce bigalow: male gigolo,Amy Poehler Eddie Griffin Bree Turner Mike Mitchell Comedy|Romance
2399,Nicolas Cage,Lea Thompson,Quinton Aaron,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,left behind,Nicolas Cage Lea Thompson Quinton Aaron Vic Armstrong Action|Drama|Fantasy|Mystery|Thriller
2400,Craig T. Nelson,Paul Schneider,Tyrone Giordano,Thomas Bezucha,Comedy|Drama|Romance,the family stone,Craig T. Nelson Paul Schneider Tyrone Giordano Thomas Bezucha Comedy|Drama|Romance
2401,Harry Lennix,Sean Patrick Thomas,Kenan Thompson,Kevin Rodney Sullivan,Comedy|Drama,barbershop 2: back in business,Harry Lennix Sean Patrick Thomas Kenan Thompson Kevin Rodney Sullivan Comedy|Drama
2402,Bernie Mac,Tony Cox,Alex Borstein,Terry Zwigoff,Comedy|Crime|Drama,bad santa,Bernie Mac Tony Cox Alex Borstein Terry Zwigoff Comedy|Crime|Drama
2403,Will Ferrell,Charles Napier,Robert Wagner,Jay Roach,Comedy|Crime,austin powers: international man of mystery,Will Ferrell Charles Napier Robert Wagner Jay Roach Comedy|Crime
2404,Nia Vardalos,Louis Mandylor,Joey Fatone,Kirk Jones,Comedy|Family|Romance,my big fat greek wedding 2,Nia Vardalos Louis Mandylor Joey Fatone Kirk Jones Comedy|Family|Romance
2405,Zachary Gordon,Rachael Harris,Fran Kranz,David Bowers,Comedy|Family,diary of a wimpy kid: rodrick rules,Zachary Gordon Rachael Harris Fran Kranz David Bowers Comedy|Family
2406,Shane Black,Bill Duke,Carl Weathers,John McTiernan,Action|Horror|Sci-Fi,predator,Shane Black Bill Duke Carl Weathers John McTiernan Action|Horror|Sci-Fi
2407,Jeffrey Jones,F. Murray Abraham,Tom Hulce,Milos Forman,Biography|Drama|History|Music,amadeus,Jeffrey Jones F. Murray Abraham Tom Hulce Milos Forman Biography|Drama|History|Music
2408,Ming-Na Wen,Scott Porter,Collins Pennie,Nelson McCormick,Horror|Mystery,prom night,Ming-Na Wen Scott Porter Collins Pennie Nelson McCormick Horror|Mystery
2409,Tina Fey,Amy Poehler,Neil Flynn,Mark Waters,Comedy,mean girls,Tina Fey Amy Poehler Neil Flynn Mark Waters Comedy
2410,Raoul Bova,Lindsay Duncan,Mario Monicelli,Audrey Wells,Comedy|Drama|Romance,under the tuscan sun,Raoul Bova Lindsay Duncan Mario Monicelli Audrey Wells Comedy|Drama|Romance
2411,Kristin Scott Thomas,Bob Balaban,Tom Hollander,Robert Altman,Drama|Mystery,gosford park,Kristin Scott Thomas Bob Balaban Tom Hollander Robert Altman Drama|Mystery
2412,Peter Gallagher,Melinda Clarke,Tate Donovan,unknown,Comedy|Drama|Romance,the o.c.            ,Peter Gallagher Melinda Clarke Tate Donovan unknown Comedy|Drama|Romance
2413,Nicolas Cage,Kathleen Turner,Joan Allen,Francis Ford Coppola,Comedy|Drama|Fantasy|Romance,peggy sue got married,Nicolas Cage Kathleen Turner Joan Allen Francis Ford Coppola Comedy|Drama|Fantasy|Romance
2414,Emma Stone,Naomi Watts,Merritt Wever,Alejandro G. Iñárritu,Comedy|Drama|Romance,birdman or (the unexpected virtue of ignorance),Emma Stone Naomi Watts Merritt Wever Alejandro G. Iñárritu Comedy|Drama|Romance
2415,Sally Hawkins,Charlie Tahan,Andrew Dice Clay,Woody Allen,Drama,blue jasmine,Sally Hawkins Charlie Tahan Andrew Dice Clay Woody Allen Drama
2416,Christian Clemenson,David Alan Basche,Susan Blommaert,Paul Greengrass,Drama|History|Thriller,united 93,Christian Clemenson David Alan Basche Susan Blommaert Paul Greengrass Drama|History|Thriller
2417,Christian Monzon,Mekhi Phifer,Romeo Miller,Bille Woodruff,Drama|Music|Romance,honey,Christian Monzon Mekhi Phifer Romeo Miller Bille Woodruff Drama|Music|Romance
2418,Denzel Washington,Morgan Freeman,Matthew Broderick,Edward Zwick,Drama|History|War,glory,Denzel Washington Morgan Freeman Matthew Broderick Edward Zwick Drama|History|War
2419,Hulk Hogan,Barry Bostwick,Nicollette Sheridan,Rick Friedberg,Action|Comedy,spy hard,Hulk Hogan Barry Bostwick Nicollette Sheridan Rick Friedberg Action|Comedy
2420,Jamie Lee Curtis,Hal Holbrook,Janet Leigh,John Carpenter,Fantasy|Horror,the fog,Jamie Lee Curtis Hal Holbrook Janet Leigh John Carpenter Fantasy|Horror
2421,Dennis Quaid,Chris Brochu,Craig T. Nelson,Sean McNamara,Biography|Drama|Family|Sport,soul surfer,Dennis Quaid Chris Brochu Craig T. Nelson Sean McNamara Biography|Drama|Family|Sport
2422,Bob Newhart,Bob Balaban,Martin Balsam,Mike Nichols,Comedy|Drama|War,catch-22,Bob Newhart Bob Balaban Martin Balsam Mike Nichols Comedy|Drama|War
2423,Collette Wolfe,Celia Weston,Dan Bakkedahl,Jody Hill,Comedy|Crime|Drama,observe and report,Collette Wolfe Celia Weston Dan Bakkedahl Jody Hill Comedy|Crime|Drama
2424,Mako,Olivia d'Abo,Grace Jones,Richard Fleischer,Action|Adventure|Fantasy,conan the destroyer,Mako Olivia d'Abo Grace Jones Richard Fleischer Action|Adventure|Fantasy
2425,Robert De Niro,Cathy Moriarty,Frank Vincent,Martin Scorsese,Biography|Drama|Sport,raging bull,Robert De Niro Cathy Moriarty Frank Vincent Martin Scorsese Biography|Drama|Sport
2426,Judy Greer,Sasha Alexander,Frances Conroy,Brandon Camp,Drama|Romance,love happens,Judy Greer Sasha Alexander Frances Conroy Brandon Camp Drama|Romance
2427,Nicholas Rowe,Roger Ashton-Griffiths,Freddie Jones,Barry Levinson,Adventure|Fantasy|Mystery|Thriller,young sherlock holmes,Nicholas Rowe Roger Ashton-Griffiths Freddie Jones Barry Levinson Adventure|Fantasy|Mystery|Thriller
2428,Kelsey Grammer,Kay Panabaker,Megan Mullally,Kevin Tancharoen,Comedy|Drama|Musical|Romance,fame,Kelsey Grammer Kay Panabaker Megan Mullally Kevin Tancharoen Comedy|Drama|Musical|Romance
2429,James Franco,Treat Williams,Kate Burton,Danny Boyle,Adventure|Biography|Drama|Thriller,127 hours,James Franco Treat Williams Kate Burton Danny Boyle Adventure|Biography|Drama|Thriller
2430,Woody Allen,Jon Lovitz,Michael Rapaport,Woody Allen,Comedy|Crime,small time crooks,Woody Allen Jon Lovitz Michael Rapaport Woody Allen Comedy|Crime
2431,Amanda Schull,Susan May Pratt,Ethan Stiefel,Nicholas Hytner,Drama|Music|Romance,center stage,Amanda Schull Susan May Pratt Ethan Stiefel Nicholas Hytner Drama|Music|Romance
2432,Olivia Wilde,Alex Borstein,Timothée Chalamet,Jessie Nelson,Comedy,love the coopers,Olivia Wilde Alex Borstein Timothée Chalamet Jessie Nelson Comedy
2433,Kristen Stewart,Corbin Bleu,Kevin G. Schmidt,Bart Freundlich,Comedy|Crime,catch that kid,Kristen Stewart Corbin Bleu Kevin G. Schmidt Bart Freundlich Comedy|Crime
2434,Ian Somerhalder,Hayden Christensen,Kristin Scott Thomas,Irwin Winkler,Drama,life as a house,Ian Somerhalder Hayden Christensen Kristin Scott Thomas Irwin Winkler Drama
2435,Kate Winslet,Michael Fassbender,Michael Stuhlbarg,Danny Boyle,Biography|Drama,steve jobs,Kate Winslet Michael Fassbender Michael Stuhlbarg Danny Boyle Biography|Drama
2436,Alan Ruck,Marie Avgeropoulos,Shawn Roberts,Chris Columbus,Comedy|Romance,"i love you, beth cooper",Alan Ruck Marie Avgeropoulos Shawn Roberts Chris Columbus Comedy|Romance
2437,Steve Buscemi,Ari Graynor,Fred Willard,Miguel Arteta,Comedy|Drama|Romance,youth in revolt,Steve Buscemi Ari Graynor Fred Willard Miguel Arteta Comedy|Drama|Romance
2438,Jason Robards,Richard Farnsworth,Michael Horse,William A. Fraker,Action|Adventure|Western,the legend of the lone ranger,Jason Robards Richard Farnsworth Michael Horse William A. Fraker Action|Adventure|Western
2439,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,John Boorman,Drama|Thriller,the tailor of panama,Daniel Radcliffe Jamie Lee Curtis Mark Margolis John Boorman Drama|Thriller
2440,Nancy Allen,Dennis Franz,John McMartin,Brian De Palma,Mystery|Thriller,blow out,Nancy Allen Dennis Franz John McMartin Brian De Palma Mystery|Thriller
2441,Rebecca Budig,Paul Freeman,Bruce Payne,Courtney Solomon,Action|Crime|Thriller,getaway,Rebecca Budig Paul Freeman Bruce Payne Courtney Solomon Action|Crime|Thriller
2442,Joan Allen,Kate Burton,Henry Czerny,Ang Lee,Drama,the ice storm,Joan Allen Kate Burton Henry Czerny Ang Lee Drama
2443,Yaya DaCosta,Annie Parisse,Frankie Valli,Rob Reiner,Comedy|Drama|Romance,and so it goes,Yaya DaCosta Annie Parisse Frankie Valli Rob Reiner Comedy|Drama|Romance
2444,Craig T. Nelson,Shelley Long,Kellie Martin,Jeff Kanew,Adventure|Comedy,troop beverly hills,Craig T. Nelson Shelley Long Kellie Martin Jeff Kanew Adventure|Comedy
2445,Miriam Margolyes,Shaun Evans,Juliet Stevenson,István Szabó,Comedy|Drama|Romance,being julia,Miriam Margolyes Shaun Evans Juliet Stevenson István Szabó Comedy|Drama|Romance
2446,David Margulies,Karen Young,Kim Chan,Adrian Lyne,Drama|Romance,9½ weeks,David Margulies Karen Young Kim Chan Adrian Lyne Drama|Romance
2447,Ian McDiarmid,Ralph Richardson,Albert Salmi,Matthew Robbins,Action|Adventure|Fantasy,dragonslayer,Ian McDiarmid Ralph Richardson Albert Salmi Matthew Robbins Action|Adventure|Fantasy
2448,David Masterson,Kerry Condon,Anne-Marie Duff,Michael Hoffman,Biography|Drama|Romance,the last station,David Masterson Kerry Condon Anne-Marie Duff Michael Hoffman Biography|Drama|Romance
2449,Johnny Depp,Bill Murray,Martin Landau,Tim Burton,Biography|Comedy|Drama,ed wood,Johnny Depp Bill Murray Martin Landau Tim Burton Biography|Comedy|Drama
2450,J.K. Simmons,Kate Winslet,Brooke Smith,Jason Reitman,Drama,labor day,J.K. Simmons Kate Winslet Brooke Smith Jason Reitman Drama
2451,Tadanobu Asano,Khulan Chuluun,Honglei Sun,Sergey Bodrov,Adventure|Biography|Drama|History|War,mongol: the rise of genghis khan,Tadanobu Asano Khulan Chuluun Honglei Sun Sergey Bodrov Adventure|Biography|Drama|History|War
2452,Tom Hardy,Gerard Butler,Tom Wilkinson,Guy Ritchie,Action|Crime|Thriller,rocknrolla,Tom Hardy Gerard Butler Tom Wilkinson Guy Ritchie Action|Crime|Thriller
2453,Barry Bostwick,Michael Beck,Henry Silva,Hal Needham,Action|Sci-Fi,megaforce,Barry Bostwick Michael Beck Henry Silva Hal Needham Action|Sci-Fi
2454,Julie Christie,Brian Blessed,Richard Briers,Kenneth Branagh,Drama,hamlet,Julie Christie Brian Blessed Richard Briers Kenneth Branagh Drama
2455,Bruce Greenwood,Suzie Steen,Aden Young,Bruce Beresford,Biography|Drama|Music|Romance,mao's last dancer,Bruce Greenwood Suzie Steen Aden Young Bruce Beresford Biography|Drama|Music|Romance
2456,Kirsten Dunst,Sam Shepard,Paul Sparks,Jeff Nichols,Adventure|Drama|Sci-Fi|Thriller,midnight special,Kirsten Dunst Sam Shepard Paul Sparks Jeff Nichols Adventure|Drama|Sci-Fi|Thriller
2457,Woody Allen,Stockard Channing,Fisher Stevens,Woody Allen,Comedy|Romance,anything else,Woody Allen Stockard Channing Fisher Stevens Woody Allen Comedy|Romance
2458,Jeremy Irvine,Colin Firth,Sam Reid,Jonathan Teplitzky,Biography|Drama|Romance|War,the railway man,Jeremy Irvine Colin Firth Sam Reid Jonathan Teplitzky Biography|Drama|Romance|War
